Customer,Churn,Card,Start_Date,Customer_Service_Calls,Credit_Limit,Total_Revolving_Balance,Average_Open_To_Buy,Average_Utilisation_Ratio,Age,Gender,Education,Marital_Status,Dependents,Income
818385277,No,Gold,2019-07-01,2,34516.0,2019,32497.0,0.058,47.0,M,Second level,Divorced,2,Unknown
716940821,No,Silver,2019-06-01,0,2464.0,2116,348.0,0.859,53.0,M,Unknown,Married,3,€80K - €100K
813812301,No,Silver,2020-02-01,2,1717.0,1156,561.0,0.673,45.0,F,Post LC,Married,3,Less than €30K
716608466,No,Silver,2019-11-01,2,9449.0,1914,7535.0,0.203,43.0,M,Primary level,,3,€30K - €50K
786872613,No,Silver,2020-01-01,0,8228.0,0,8228.0,0.0,49.0,F,Graduate,Married,1,Less than €30K
797444707,No,Silver,2020-09-01,3,34516.0,1617,32899.0,0.047,41.0,M,Post LC,Married,3,€80K - €100K
733764441,No,Silver,2020-01-01,3,7136.0,2345,4791.0,0.329,47.0,F,Unknown,Single,1,Less than €30K
709183569,No,Silver,2019-09-01,2,19116.0,0,19116.0,0.0,53.0,M,Primary level,Single,2,€50K - €80K
800991105,No,Silver,2020-09-01,2,20241.0,1203,19038.0,0.059,38.0,M,Unknown,Single,2,€80K - €100K
803896830,No,Silver,2019-12-01,2,6091.0,0,6091.0,0.0,45.0,F,Graduate,Married,2,Less than €30K
713431463,No,Silver,2019-08-01,2,3386.0,1794,1592.0,0.53,52.0,M,Graduate,Single,0,€100K +
774445807,No,Silver,2020-12-01,2,5715.0,1741,3974.0,0.305,31.0,M,Primary level,Single,0,Less than €30K
819949719,No,Silver,2021-02-01,2,8940.0,1518,7422.0,0.17,34.0,M,Graduate,Single,2,Less than €30K
785615839,No,Silver,2019-09-01,1,17450.0,2193,15257.0,0.126,56.0,M,Primary level,Married,1,€80K - €100K
813899561,No,Silver,2019-11-01,3,3798.0,1570,2228.0,0.413,49.0,M,Unknown,Married,4,€80K - €100K
813772381,No,Silver,2020-01-01,3,18964.0,2207,16757.0,0.116,50.0,M,PhD,Married,1,€80K - €100K
784919693,Yes,Silver,2019-12-01,4,2445.0,848,1597.0,0.347,46.0,M,Graduate,Single,1,€50K - €80K
813590216,No,Silver,2020-08-01,5,2576.0,1640,936.0,0.637,37.0,M,Unknown,Married,3,€50K - €80K
769738758,No,Silver,2018-05-01,3,2582.0,1528,1054.0,0.592,62.0,F,Unknown,Single,0,Less than €30K
781771358,Yes,Silver,2021-03-01,2,3711.0,1413,2298.0,0.381,34.0,M,Unknown,Single,1,€80K - €100K
824383565,No,Gold,2020-04-01,0,12301.0,2250,10051.0,0.183,41.0,F,Graduate,Married,2,Less than €30K
789036043,No,Silver,2020-02-01,1,4402.0,1524,2878.0,0.346,44.0,M,Second level,Married,4,Less than €30K
817136860,No,Silver,2018-08-01,4,25058.0,1710,23348.0,0.068,57.0,M,Second level,Married,1,€80K - €100K
811032899,No,Silver,2021-02-01,3,4500.0,0,4500.0,0.0,32.0,M,Second level,Single,1,Less than €30K
719272173,No,Silver,2020-01-01,2,23700.0,1314,22386.0,0.055,57.0,M,Unknown,Married,2,€100K +
743374992,No,Silver,2020-01-01,4,5395.0,2084,3311.0,0.386,52.0,M,Primary level,,0,€80K - €100K
795313161,Yes,Silver,2020-07-01,4,4579.0,1506,3073.0,0.329,43.0,F,Primary level,Married,3,Less than €30K
794399111,No,Silver,2019-04-01,0,3380.0,1655,1725.0,0.49,54.0,M,Post LC,Married,3,€80K - €100K
709983177,No,Silver,2019-11-01,2,5070.0,0,5070.0,0.0,43.0,F,Second level,Single,2,€30K - €50K
802324563,No,Silver,2020-01-01,4,34516.0,933,33583.0,0.027,47.0,M,Graduate,Single,3,€100K +
823825800,No,Silver,2020-09-01,0,28020.0,1470,26550.0,0.052,45.0,M,Post LC,Married,4,€100K +
808478762,No,Silver,2019-06-01,2,4798.0,0,4798.0,0.0,52.0,F,Second level,Married,3,Unknown
804140129,Yes,Silver,2020-01-01,3,2201.0,2104,97.0,0.956,41.0,F,Second level,Single,2,Less than €30K
712949987,No,Silver,2019-12-01,3,2568.0,1875,693.0,0.73,44.0,F,Primary level,Single,2,Less than €30K
759568118,No,Silver,2020-01-01,2,15648.0,0,15648.0,0.0,42.0,F,Unknown,,3,Unknown
734556667,No,Silver,2019-05-01,2,18206.0,1586,16620.0,0.087,53.0,F,MSc,Single,4,Unknown
728192288,Yes,Silver,2020-08-01,4,18563.0,0,18563.0,0.0,40.0,M,Second level,Single,3,€80K - €100K
800724786,No,Silver,2018-11-01,2,4606.0,0,4606.0,0.0,60.0,F,MSc,Single,1,€30K - €50K
726558200,No,Silver,2020-01-01,1,12366.0,0,12366.0,0.0,52.0,F,Graduate,Single,0,Unknown
718131363,No,Silver,2020-03-01,2,10264.0,803,9461.0,0.078,43.0,F,Primary level,Single,4,€30K - €50K
820838738,No,Silver,2020-02-01,3,3968.0,2264,1704.0,0.571,50.0,M,Second level,Married,1,Less than €30K
735817547,No,Silver,2021-02-01,2,4121.0,2084,2037.0,0.506,,M,Graduate,Single,3,€100K +
816820456,No,Silver,2020-03-01,4,1926.0,879,1047.0,0.456,51.0,F,Graduate,Married,4,Less than €30K
769758832,Yes,Silver,2019-09-01,2,2920.0,0,2920.0,0.0,56.0,F,Graduate,Divorced,5,€30K - €50K
805304645,No,Silver,2019-02-01,4,1479.0,787,692.0,0.532,59.0,M,Second level,Married,0,Less than €30K
714279584,No,Silver,2019-06-01,2,5569.0,968,4601.0,0.174,,M,MSc,Divorced,2,€100K +
713526240,No,Silver,2020-01-01,2,5573.0,1238,4335.0,0.222,48.0,F,Graduate,Married,3,€30K - €50K
779960297,No,Silver,2019-06-01,4,6853.0,1480,5373.0,0.216,53.0,F,Graduate,Single,2,Less than €30K
784910108,No,Platinum,2020-01-01,1,34516.0,1051,33465.0,0.03,53.0,M,Post LC,Single,2,€100K +
827110814,No,Gold,2020-02-01,4,34516.0,1652,32864.0,0.048,47.0,M,MSc,Single,2,€100K +
720114100,No,Platinum,2019-09-01,1,34516.0,1826,32690.0,0.053,50.0,F,Graduate,Married,2,Unknown
790378538,No,Silver,2019-03-01,4,10817.0,1142,9675.0,0.106,52.0,M,Graduate,Single,0,€50K - €80K
712350776,No,Silver,2021-03-01,4,3372.0,2517,855.0,0.746,40.0,F,Post LC,Single,3,Less than €30K
730770653,No,Silver,2020-01-01,3,13613.0,1172,12441.0,0.086,29.0,F,Graduate,Single,1,Unknown
792724692,Yes,Silver,2018-10-01,2,2404.0,284,2120.0,0.118,57.0,F,Primary level,Married,2,Unknown
800082963,No,Silver,2020-11-01,0,2206.0,1110,1096.0,0.503,44.0,F,Graduate,Single,4,Less than €30K
758568521,No,Silver,2020-01-01,4,2677.0,2517,160.0,0.94,42.0,F,Unknown,Single,2,Less than €30K
818947114,No,Silver,2019-08-01,3,7860.0,0,7860.0,0.0,48.0,F,Graduate,Divorced,3,Unknown
803090905,No,Silver,2019-08-01,3,5638.0,808,4830.0,0.143,51.0,M,Primary level,Married,1,€80K - €100K
735347705,No,Silver,2018-05-01,2,18224.0,1383,16841.0,0.076,62.0,M,Graduate,Single,2,€50K - €80K
736020351,No,Silver,2020-01-01,4,2648.0,0,2648.0,0.0,48.0,M,MSc,Divorced,3,€50K - €80K
776473307,No,Silver,2020-05-01,1,1438.3,0,1438.3,0.0,41.0,F,Graduate,Single,1,Less than €30K
710640307,No,Silver,2020-01-01,3,2677.0,1390,1287.0,0.519,47.0,F,Graduate,Single,2,Less than €30K
746787206,No,Silver,2019-11-01,1,5536.0,756,4780.0,0.137,49.0,M,Second level,Married,2,€50K - €80K
800064987,Yes,Silver,2020-01-01,3,3137.0,860,2277.0,0.274,48.0,F,PhD,Single,2,Unknown
727282835,Yes,Gold,2019-06-01,3,34516.0,432,34084.0,0.013,50.0,M,Graduate,Single,1,€80K - €100K
773015383,No,Silver,2020-05-01,4,19636.0,1566,18070.0,0.08,37.0,F,Unknown,Single,3,Unknown
787041328,No,Silver,2020-01-01,2,3035.0,0,3035.0,0.0,47.0,F,Second level,Married,3,Less than €30K
778800072,No,Silver,2019-10-01,4,2311.0,1830,481.0,0.792,44.0,F,PhD,Divorced,1,Less than €30K
719378790,No,Silver,2021-03-01,4,4561.0,2029,2532.0,0.445,,F,Second level,Married,3,Less than €30K
816966238,No,Silver,2019-02-01,1,5261.0,1966,3295.0,0.374,56.0,F,Primary level,Single,2,Unknown
731807140,No,Silver,2020-01-01,3,24742.0,1676,23066.0,0.068,50.0,M,Primary level,Single,3,€80K - €100K
799213773,No,Silver,2020-01-01,3,15875.0,1719,14156.0,0.108,49.0,F,Primary level,Divorced,4,Unknown
763718453,No,Silver,2020-01-01,3,4983.0,1355,3628.0,0.272,47.0,M,Second level,Single,4,€50K - €80K
711142016,Yes,Silver,2019-04-01,3,1438.3,0,1438.3,0.0,56.0,M,Post LC,Married,5,€30K - €50K
719251112,Yes,Silver,2021-01-01,3,4304.0,0,4304.0,0.0,46.0,F,PhD,Married,4,Less than €30K
723544234,No,Silver,2020-05-01,4,4035.0,1003,3032.0,0.249,42.0,F,Post LC,,2,Unknown
750737001,Yes,Silver,2018-12-01,3,1812.0,1798,14.0,0.992,,F,Unknown,Married,2,Unknown
788861927,No,Silver,2020-10-01,2,34516.0,1629,32887.0,0.047,39.0,M,Unknown,Married,2,€80K - €100K
811563382,Yes,Silver,2018-11-01,3,3173.0,2517,656.0,0.793,54.0,F,Graduate,Married,1,Less than €30K
797924903,,Silver,2020-02-01,5,1438.3,0,1438.3,0.0,47.0,F,Graduate,Married,1,€30K - €50K
734576050,No,Silver,2019-04-01,1,2513.0,1126,1387.0,0.448,54.0,F,Second level,Married,2,Less than €30K
778635326,No,Silver,2019-12-01,0,12064.0,1312,10752.0,0.109,50.0,F,Graduate,Single,1,€30K - €50K
751347820,No,Silver,2020-08-01,3,3326.0,2181,1145.0,0.656,44.0,F,Primary level,Married,4,Unknown
716592059,Yes,Silver,2019-10-01,3,34516.0,216,34300.0,0.006,52.0,M,Second level,Single,0,€100K +
714855658,No,Silver,2019-07-01,3,3181.0,2087,1094.0,0.656,54.0,F,Primary level,Married,1,Less than €30K
766448607,No,Silver,2020-01-01,3,1906.0,1259,647.0,0.661,48.0,F,Primary level,Single,3,€30K - €50K
808168906,No,Gold,2020-09-01,2,15713.0,1387,14326.0,0.088,48.0,F,Second level,Married,1,€30K - €50K
795502801,No,Silver,2019-04-01,2,6501.0,0,6501.0,0.0,51.0,F,PhD,Married,2,Unknown
771513200,No,Silver,2020-06-01,1,7660.0,764,6896.0,0.1,48.0,F,Second level,,2,Unknown
746248950,Yes,Silver,2019-12-01,3,3699.0,913,2786.0,0.247,54.0,F,Graduate,Single,4,Less than €30K
718360171,Yes,Silver,2020-03-01,4,29715.0,0,29715.0,0.0,40.0,M,Second level,,3,€80K - €100K
797215575,No,Silver,2020-01-01,2,2528.0,1689,839.0,0.668,50.0,F,Unknown,Single,2,Less than €30K
791384286,No,Silver,2019-11-01,1,2728.0,0,2728.0,0.0,45.0,F,Primary level,Married,3,Less than €30K
794307976,No,Silver,2020-01-01,2,2470.0,1566,904.0,0.634,45.0,F,Unknown,Single,4,Less than €30K
787698236,No,Silver,2020-07-01,3,21815.0,0,21815.0,0.0,45.0,M,Unknown,Single,2,€50K - €80K
823021742,Yes,Silver,2019-01-01,3,30271.0,1406,28865.0,0.046,53.0,M,Graduate,Single,1,€80K - €100K
781528848,No,Silver,2020-01-01,4,2699.0,1609,1090.0,0.596,32.0,F,Second level,Divorced,0,Less than €30K
809625140,No,Silver,2020-01-01,3,8514.0,2013,6501.0,0.236,49.0,M,Graduate,Single,3,€100K +
816614176,No,Silver,2020-11-01,3,6942.0,0,6942.0,0.0,32.0,M,Graduate,Single,0,Less than €30K
760870332,No,Silver,2019-06-01,4,22036.0,1560,20476.0,0.071,49.0,M,Post LC,Married,1,€50K - €80K
738551309,No,Gold,2019-09-01,3,13991.0,1580,12411.0,0.113,48.0,F,MSc,Married,3,Less than €30K
733873434,No,Silver,2020-03-01,3,4489.0,2498,1991.0,0.556,39.0,F,Second level,Married,1,€30K - €50K
811104900,No,Silver,2020-11-01,3,3265.0,2517,748.0,0.771,34.0,M,Second level,Married,3,€50K - €80K
825541780,No,Silver,2020-06-01,4,2890.0,0,2890.0,0.0,43.0,F,Unknown,Married,4,Less than €30K
712814245,Yes,Silver,2020-08-01,5,17667.0,0,17667.0,0.0,,M,PhD,Married,2,€80K - €100K
799641566,Yes,Silver,2019-05-01,3,5342.0,605,4737.0,0.113,61.0,F,Second level,Married,5,Unknown
790295485,No,Silver,2019-05-01,0,19030.0,912,18118.0,0.048,56.0,M,Second level,Single,3,€80K - €100K
776588527,No,Silver,2020-01-01,4,3636.0,1884,1752.0,0.518,45.0,M,Primary level,Single,4,€30K - €50K
737408715,No,Silver,2018-12-01,3,1634.0,1155,479.0,0.707,60.0,F,Post LC,Married,0,Less than €30K
815259052,No,Silver,2019-05-01,1,15355.0,1823,13532.0,0.119,48.0,M,Post LC,Married,1,€50K - €80K
798925969,No,Silver,2021-04-01,1,2272.0,604,1668.0,0.266,35.0,F,Graduate,Married,3,Less than €30K
742462800,Yes,Silver,2019-04-01,3,1438.3,0,1438.3,0.0,57.0,F,Second level,Married,2,€30K - €50K
765026195,Yes,Silver,2020-01-01,3,9114.0,0,9114.0,0.0,44.0,M,Graduate,Married,3,€50K - €80K
799262232,Yes,Silver,2019-10-01,2,7924.0,2517,5407.0,0.318,48.0,M,PhD,Married,4,€100K +
814797545,No,Silver,2020-06-01,1,2383.0,1828,555.0,0.767,44.0,F,MSc,Single,4,€30K - €50K
721346212,No,Silver,2020-01-01,0,8129.0,1799,6330.0,0.221,47.0,M,Unknown,Married,4,€30K - €50K
788928400,Yes,Silver,2021-10-01,4,2299.0,0,2299.0,0.0,,F,Post LC,Single,0,Unknown
817150366,Yes,Silver,2018-11-01,3,2475.0,0,2475.0,0.0,57.0,F,Primary level,Single,2,Less than €30K
808664003,No,Silver,2020-07-01,2,4640.0,1555,3085.0,0.335,44.0,M,MSc,Single,4,€30K - €50K
802397680,No,Silver,2020-03-01,1,8997.0,708,8289.0,0.079,44.0,M,Second level,Single,3,€30K - €50K
804061599,No,Silver,2021-01-01,1,3388.0,1659,1729.0,0.49,35.0,M,MSc,Single,2,€50K - €80K
801999877,No,Silver,2021-02-01,2,8348.0,0,8348.0,0.0,46.0,F,Primary level,Married,4,Unknown
823532584,No,Silver,2019-10-01,4,9235.0,1796,7439.0,0.194,48.0,F,Second level,Divorced,4,Less than €30K
716857160,No,Silver,2020-01-01,1,17116.0,1289,15827.0,0.075,44.0,F,Unknown,Divorced,1,Unknown
823235262,No,Silver,2019-05-01,2,14825.0,962,13863.0,0.065,62.0,M,Graduate,Married,1,€50K - €80K
809045614,Yes,Silver,2019-08-01,2,3243.0,0,3243.0,0.0,49.0,F,Unknown,Married,2,Less than €30K
804990789,No,Silver,2020-10-01,2,22863.0,927,21936.0,0.041,44.0,M,Unknown,,4,€80K - €100K
762141605,Yes,Silver,2019-09-01,2,2344.0,0,2344.0,0.0,46.0,M,MSc,Single,3,€30K - €50K
753323330,Yes,Silver,2020-01-01,3,1915.0,1445,470.0,0.755,52.0,F,Primary level,Single,3,€30K - €50K
774530606,No,Silver,2021-02-01,3,1830.0,1777,53.0,0.971,33.0,F,Primary level,Married,1,Less than €30K
767157911,No,Silver,2020-01-01,2,3308.0,2517,791.0,0.761,42.0,F,Graduate,Single,3,Less than €30K
806351492,No,Silver,2019-08-01,3,5530.0,1999,3531.0,0.361,55.0,F,Unknown,Single,4,Less than €30K
826994849,No,Silver,2020-06-01,3,8325.0,2048,6277.0,0.246,,F,Graduate,Single,2,Less than €30K
729354213,No,Silver,2019-05-01,3,12010.0,2149,9861.0,0.179,62.0,M,Unknown,Married,4,€50K - €80K
753738665,No,Silver,2020-04-01,3,34516.0,2129,32387.0,0.062,43.0,M,Graduate,Married,3,€100K +
761570119,No,Silver,2019-05-01,1,2484.0,1495,989.0,0.602,52.0,F,Graduate,Single,1,Less than €30K
731024419,Yes,Silver,2020-01-01,6,4541.0,0,4541.0,0.0,,F,Post LC,Single,1,Less than €30K
736149449,No,Gold,2020-07-01,3,34516.0,2045,32471.0,0.059,43.0,M,Second level,Married,1,€80K - €100K
731889502,No,Silver,2020-04-01,2,6519.0,851,5668.0,0.131,48.0,F,MSc,Married,5,Less than €30K
743453291,Yes,Silver,2021-07-01,3,7758.0,1408,6350.0,0.181,36.0,M,Graduate,Married,2,€30K - €50K
771770355,No,Silver,2019-03-01,2,8037.0,2276,5761.0,0.283,60.0,F,Primary level,Single,4,Unknown
787138314,No,Silver,2019-12-01,3,10800.0,1491,9309.0,0.138,47.0,M,Unknown,Married,4,€30K - €50K
778981498,No,Silver,2019-06-01,3,20958.0,0,20958.0,0.0,50.0,M,Graduate,Married,1,€100K +
736566934,No,Silver,2020-01-01,3,4255.0,1729,2526.0,0.406,43.0,M,Second level,Married,1,€50K - €80K
721480064,No,Silver,2020-04-01,2,2422.0,1237,1185.0,0.511,43.0,F,Graduate,Divorced,2,Less than €30K
765948448,No,Silver,2019-07-01,2,3783.0,0,3783.0,0.0,49.0,M,Primary level,Married,2,€50K - €80K
794337044,No,Silver,2020-04-01,1,7231.0,2517,4714.0,0.348,49.0,F,Second level,Divorced,2,€30K - €50K
804765483,No,Silver,2019-09-01,3,1438.3,0,1438.3,0.0,46.0,M,Post LC,Married,3,€100K +
770603636,No,Silver,2020-09-01,3,26548.0,1829,24719.0,0.069,43.0,M,Graduate,Married,4,€100K +
749438953,No,Silver,2020-01-01,2,1939.0,685,1254.0,0.353,46.0,M,Graduate,Married,2,€50K - €80K
749812842,No,Silver,2019-11-01,4,11373.0,1319,10054.0,0.116,51.0,M,Unknown,Single,1,€80K - €100K
757979894,Yes,Silver,2019-04-01,4,23870.0,0,23870.0,0.0,49.0,M,MSc,Married,3,€80K - €100K
749085865,No,Silver,2019-09-01,4,8440.0,2087,6353.0,0.247,47.0,F,Second level,Single,1,Unknown
752829892,No,Silver,2020-01-01,2,2984.0,2512,472.0,0.842,55.0,F,Graduate,Divorced,4,Less than €30K
764451483,No,Silver,2019-07-01,3,4206.0,1100,3106.0,0.262,52.0,F,Second level,Married,4,€30K - €50K
782858850,No,Silver,2019-06-01,3,10351.0,1356,8995.0,0.131,52.0,F,Graduate,Single,2,Unknown
785588858,,Silver,2020-03-01,4,1661.0,0,1661.0,0.0,41.0,F,Second level,Single,2,Less than €30K
790513504,No,Silver,2019-06-01,2,2066.0,1077,989.0,0.521,55.0,F,PhD,Married,4,Less than €30K
827071433,No,Silver,2020-01-01,3,8276.0,1671,6605.0,0.202,55.0,M,PhD,Married,0,€80K - €100K
792295158,No,Platinum,2020-11-01,1,23981.0,0,23981.0,0.0,38.0,F,Second level,Single,3,€30K - €50K
740941297,No,Silver,2019-06-01,3,6897.0,640,6257.0,0.093,52.0,F,Primary level,Married,2,Less than €30K
826215788,Yes,Silver,2020-01-01,3,3841.0,2517,1324.0,0.655,52.0,M,Graduate,Married,3,€100K +
745535997,No,Silver,2020-01-01,1,2312.0,1789,523.0,0.774,57.0,F,Primary level,Divorced,3,Unknown
772472611,No,Silver,2019-10-01,2,2021.0,1182,839.0,0.585,44.0,F,Second level,Single,1,Unknown
749423655,No,Silver,2020-06-01,4,2685.0,1647,1038.0,0.613,41.0,F,Second level,Married,0,Less than €30K
732458153,No,Silver,2019-11-01,3,6895.0,2314,4581.0,0.336,52.0,M,Unknown,Married,5,€50K - €80K
729402762,No,Silver,2019-11-01,2,34516.0,0,34516.0,0.0,43.0,M,Graduate,Married,2,€80K - €100K
716752084,No,Silver,2019-12-01,4,6457.0,0,6457.0,0.0,46.0,M,Second level,Divorced,3,€100K +
754747265,No,Silver,2019-12-01,2,2168.0,1485,683.0,0.685,47.0,F,PhD,Single,2,Less than €30K
806960677,Yes,Silver,2020-08-01,4,3841.0,0,3841.0,0.0,45.0,M,Post LC,Single,2,€50K - €80K
782133126,No,Silver,2020-01-01,3,4260.0,1775,2485.0,0.417,31.0,M,Post LC,Married,1,€80K - €100K
814242508,No,Silver,2019-12-01,3,9430.0,0,9430.0,0.0,54.0,F,MSc,Single,5,Less than €30K
824269972,No,Silver,2020-01-01,3,2072.0,1499,573.0,0.723,,M,Graduate,Married,4,€50K - €80K
814921338,No,Silver,2019-10-01,3,7382.0,1326,6056.0,0.18,,F,Unknown,Single,4,€30K - €50K
729041018,No,Silver,2020-01-01,2,21331.0,1251,20080.0,0.059,47.0,M,Graduate,Married,3,€50K - €80K
769662714,No,Silver,2020-01-01,4,2573.0,1640,933.0,0.637,43.0,F,Primary level,Single,2,Less than €30K
795337273,No,Silver,2020-01-01,3,10417.0,2290,8127.0,0.22,50.0,F,Graduate,,1,Unknown
728846423,No,Silver,2019-11-01,1,3343.0,1820,1523.0,0.544,49.0,F,Primary level,,1,Less than €30K
789283423,No,Silver,2021-12-01,2,2608.0,1630,978.0,0.625,28.0,M,MSc,Married,0,Unknown
712480009,No,Silver,2020-08-01,2,19324.0,1040,18284.0,0.054,48.0,M,Post LC,Married,1,€50K - €80K
813031343,No,Silver,2019-03-01,3,5877.0,1697,4180.0,0.289,65.0,F,Second level,Married,0,€30K - €50K
754060274,No,Silver,2019-07-01,3,8377.0,1211,7166.0,0.145,57.0,M,Primary level,Single,0,€50K - €80K
788968314,No,Silver,2020-04-01,1,2740.0,1786,954.0,0.652,45.0,F,Primary level,Married,3,Less than €30K
732401196,No,Silver,2019-02-01,2,3022.0,1627,1395.0,0.538,56.0,F,Primary level,Married,1,Less than €30K
710796036,No,Silver,2018-09-01,3,2052.0,1250,802.0,0.609,62.0,F,Second level,Married,0,€30K - €50K
778586436,No,Black,2019-08-01,2,34516.0,1531,32985.0,0.044,48.0,M,Graduate,,3,€80K - €100K
710586724,No,Silver,2019-09-01,3,3131.0,0,3131.0,0.0,46.0,F,Graduate,Married,2,Unknown
777827874,No,Silver,2019-12-01,1,3291.0,1607,1684.0,0.488,45.0,M,Graduate,Divorced,3,€50K - €80K
718502120,No,Silver,2020-01-01,2,3891.0,1015,2876.0,0.261,51.0,F,Unknown,Single,5,€30K - €50K
724539080,No,Silver,2018-06-01,4,2508.0,1580,928.0,0.63,64.0,F,Unknown,Married,0,Unknown
790330886,No,Silver,2018-07-01,2,1927.0,1319,608.0,0.684,62.0,F,Unknown,Single,1,Less than €30K
728973274,No,Silver,2019-09-01,4,17404.0,1745,15659.0,0.1,,M,Post LC,Married,1,€50K - €80K
726966495,No,Silver,2020-01-01,3,13483.0,2517,10966.0,0.187,53.0,F,Primary level,Married,4,Unknown
806188111,,Silver,2020-01-01,3,1438.3,686,752.3,0.477,42.0,M,Graduate,Single,2,€30K - €50K
714554980,No,Silver,2019-03-01,3,3231.0,2215,1016.0,0.686,56.0,F,Graduate,Single,4,Less than €30K
816545090,No,Silver,2019-08-01,4,6602.0,1224,5378.0,0.185,47.0,F,Graduate,Married,3,€30K - €50K
816524061,No,Silver,2019-07-01,4,5129.0,1654,3475.0,0.322,49.0,F,Unknown,Single,3,€30K - €50K
713788242,No,Silver,2020-09-01,3,16443.0,1363,15080.0,0.083,41.0,M,Graduate,Single,3,€50K - €80K
751769367,No,Silver,2019-03-01,3,15242.0,1170,14072.0,0.077,57.0,M,Second level,Married,4,€80K - €100K
754765856,Yes,Silver,2019-12-01,2,23250.0,0,23250.0,0.0,45.0,M,Primary level,Married,4,€80K - €100K
728077883,No,Silver,2018-05-01,1,5876.0,1297,4579.0,0.221,67.0,M,Graduate,Married,0,€30K - €50K
811499311,No,Silver,2020-01-01,3,3230.0,2517,713.0,0.779,45.0,F,Unknown,Single,0,Less than €30K
773508456,Yes,Silver,2020-01-01,3,8960.0,2222,6738.0,0.248,51.0,F,Post LC,Single,3,Less than €30K
777097115,Yes,Silver,2020-08-01,2,1677.0,0,1677.0,0.0,39.0,F,Graduate,Married,2,Less than €30K
708176374,No,Silver,2019-08-01,3,2294.0,1787,507.0,0.779,56.0,F,Unknown,Married,4,Less than €30K
764240212,No,Silver,2019-09-01,2,3556.0,2172,1384.0,0.611,50.0,F,Second level,Single,4,Less than €30K
787076055,No,Silver,2020-06-01,3,9759.0,2038,7721.0,0.209,41.0,F,Post LC,Married,2,Less than €30K
735058257,No,Silver,2020-07-01,4,11550.0,1505,10045.0,0.13,43.0,M,Second level,Single,3,€50K - €80K
723172079,No,Silver,2020-06-01,1,4433.0,1488,2945.0,0.336,47.0,F,Unknown,Single,5,Unknown
722499188,Yes,Silver,2020-03-01,4,15944.0,0,15944.0,0.0,48.0,F,Second level,,4,Unknown
825071329,No,Silver,2019-10-01,2,19387.0,810,18577.0,0.042,51.0,F,Primary level,Married,0,Unknown
733977449,Yes,Silver,2020-01-01,2,11077.0,573,10504.0,0.052,54.0,M,Unknown,Single,1,€80K - €100K
766481565,No,Silver,2020-01-01,3,3024.0,0,3024.0,0.0,48.0,F,Second level,Single,4,Less than €30K
788216643,No,Silver,2020-01-01,2,3477.0,752,2725.0,0.216,51.0,M,Post LC,Single,2,€100K +
724596008,No,Silver,2019-02-01,3,2092.0,1387,705.0,0.663,57.0,M,Graduate,Married,2,€80K - €100K
803834067,Yes,Silver,2019-10-01,4,1632.0,0,1632.0,0.0,56.0,F,Unknown,Single,3,Less than €30K
767746194,No,Silver,2019-12-01,2,4234.0,972,3262.0,0.23,48.0,M,Unknown,,4,€80K - €100K
731943835,No,Silver,2020-01-01,3,6335.0,1128,5207.0,0.178,59.0,F,Graduate,Single,1,Less than €30K
748081391,No,Silver,2020-05-01,4,4419.0,1218,3201.0,0.276,50.0,F,Post LC,Single,3,Less than €30K
803572021,No,Gold,2020-01-01,2,11888.0,2090,9798.0,0.176,50.0,F,Primary level,,1,Less than €30K
774312432,No,Silver,2020-01-01,2,10604.0,1988,8616.0,0.187,55.0,M,Unknown,Single,2,€80K - €100K
739502531,Yes,Silver,2020-09-01,3,6314.0,0,6314.0,0.0,41.0,M,PhD,Single,3,€100K +
741484435,No,Silver,2020-09-01,3,1438.3,0,1438.3,0.0,38.0,F,Graduate,Single,4,Less than €30K
803531277,No,Silver,2020-01-01,3,1970.0,1224,746.0,0.621,63.0,M,Primary level,Single,0,€30K - €50K
766919121,No,Silver,2019-01-01,3,17999.0,1861,16138.0,0.103,59.0,M,Graduate,Single,2,€100K +
799933746,No,Silver,2020-06-01,4,1593.0,1091,502.0,0.685,38.0,F,Second level,Married,2,€30K - €50K
726739445,No,Silver,2021-01-01,4,16915.0,1679,15236.0,0.099,39.0,F,Second level,Single,4,Unknown
797474893,No,Silver,2019-02-01,1,5100.0,1970,3130.0,0.386,57.0,M,Primary level,Married,2,€50K - €80K
781291227,Yes,Silver,2019-06-01,0,5139.0,0,5139.0,0.0,58.0,F,Unknown,Married,4,Less than €30K
739201260,No,Silver,2019-03-01,1,2927.0,1499,1428.0,0.512,51.0,F,Graduate,Single,3,Less than €30K
715505383,No,Silver,2020-12-01,2,4237.0,1676,2561.0,0.396,30.0,M,Unknown,Single,0,€80K - €100K
731622675,No,Silver,2019-05-01,2,7866.0,0,7866.0,0.0,54.0,M,Graduate,Single,2,€50K - €80K
821880507,No,Silver,2021-02-01,1,1438.3,0,1438.3,0.0,35.0,F,Second level,Married,1,Unknown
822082114,No,Silver,2020-01-01,3,1860.0,0,1860.0,0.0,42.0,F,Graduate,Married,4,Less than €30K
783379660,No,Silver,2020-11-01,5,5484.0,2517,2967.0,0.459,39.0,F,Primary level,Married,2,Less than €30K
805769397,No,Platinum,2020-01-01,4,15704.0,1991,13713.0,0.127,41.0,F,Graduate,Single,2,Less than €30K
792073095,No,Silver,2020-01-01,1,1983.0,989,994.0,0.499,51.0,M,Second level,Divorced,4,€50K - €80K
